"created_at","text","label_numeric"
2022-08-28,"Quant à moi, la présente campagne sera sous le thème de l'enthousiasme. Je vous le dis, je goûterai chaque instant des prochains jours avec un sourire accroché dans la figure. Je suis simplement heureux de faire partie de cette belle gang! #Qc2022#Québec2022#PolQc#CAQ",0
2022-08-28,"Je n’ai plus « ma face sur le poteau » mais je suis presqu’aussi fébrile! D’une Véronique à l’autre 😉
L’engagement démocratique, c’est magnifique. 
Bonne campagne tout le monde!
@VenneVeronique
 
#EnTempsRéel #SurLeTerrain #Joliette #Quebec2022 #Polqc",0
2022-08-28,"Élections au Québec :

« La priorité numéro un, ça doit être la santé des gens et la santé de l’environnement. »

- Gabriel Nadeau-Dubois, porte-parole de QS

#polqc #qc2022",0
2022-08-28,"Le lieutenant-gouverneur a signé les décrets sur la dissolution de l'Assemblée nationale et sur la tenue d'élections générales. Les élections au Québec sont officiellement déclenchées.

#polqc #qc2022",0
2022-08-28,"Au PLQ, on a un plan économique pour tout ce que @francoislegault
  a ignoré et négligé. Demain, on va dévoiler notre Plan Portefeuille Libéral. Un plan pour mettre plus d’argent dans vos poches. Le 3 octobre, on vote pour le vrai parti de l'économie, votez Libéral. #polqc #Qc2022",0
2022-08-28,"Élections au Québec : 

« La question qui se pose, c’est ""quel avenir pour le fait français en Amérique? Quel avenir pour la nation québécoise?"" » 

- Paul St-Pierre Plamondon, chef du PQ #polqc #qc2022",0
2022-08-28,"Ça y est! La campagne Qs démarre à St-François, en Estrie, avec notre candidate, Dre Mélissa Généreux! Beaucoup d’espoir et d’ambition chez les dizaines de candidat.e.s solidaires qui s’y sont rassemblés. Conserver nos 10 sièges et en gagner beaucoup d’autres! #polqc #assnat",0
2022-08-28,"Sûrement pas toi @francoislegault. Dois-je te rappeler que la CAQ a octroyé pour plus de 17,4G$ de contrat de gré à gré à ses petits amis ?

#DehorsLaCAQ 
#PCQ",1
2022-08-28,"En commençant, Legault a fait une bourde pour ne pas montrer trop d'attention à Dominique Anglade avec comme résultat qu'il a braqué les projecteurs sur elle pour le reste de la journée...
Il risque de trouver ça long 36 jours de campagne
#QC2022 #polQC",0
2022-08-28,"En cette année du centenaire, c'est pas fort @PconservateurQc
  #RenéLévesque #polqc",0
2022-08-28,"« Ils sont pauvres comme des crucifix pleumés » disait le regretté Jean Lapierre 😏 #plq #polQC #AssNat #QC2022",0
2022-08-28,"Élections au Québec : le recrutement
 « Pour la première fois, les jeunes de 16 et 17 ans vont pouvoir agir comme membre du personnel électoral. »
- Philippe Reid, directeur général des élections du Québec
#polqc #quebec2022",0
2022-08-28,"« L'important, c'est qu'ils puissent ramener leur trousse au plus tard à 20h le lundi 3 octobre. 
- Philippe Reid, directeur général des élections du Québec
#polqc #quebec2022",0
2022-08-28,"La cheffe du PLQ @DomAnglade répond à « la madame » de @francoislegault
 #qc2022 #Elections2022",0
2022-08-28,"« On a tous le sentiment que notre qualité de vie s’est détériorée sous le leadership de ⁦@francoislegault » a lancé @E_Duhaime en point de presse. Accusé par le PM de diviser les québécois, il répond que c’est François Legault qui le fait, et pas lui #qc2022",0
2022-08-28,"La meute à Duhaime était de sortie cette nuit… 🤦🏻‍♂️ #pcq #polQC #QC2022
Quote
Le Journal de Montréal
@JdeMontreal
Pancartes électorales: sitôt posées, sitôt vandalisées
#qc2022 qub.ca/article/pancar",1
2022-08-28,".@francoislegault accueilli en grand au Saint-Crème d'Alma #qc2022 #polqc https://lequotidien.com/2022/08/28/fra",0
2022-08-28,"Ce soir dans notre édition spéciale de #RDI2460 #Elections2022 #qc2022, un candidat de chaque parti nous parle des priorités pour sa formation politique. Dès 18h30 avec @slebel19
 @AvecAndreFortin
 @VenneVeronique
 @DocGenereux
 @JacintheEveArel
 
C'est un rendez-vous sur RDI !",0
2022-08-28,"Bain de foule pour @francoislegault dans une crèmerie d'Alma, au Lac-Saint-Jean. Direction Jonquière pour la suite. Bleuets et camerises sont à l'honneur. #QC2022",0
2022-08-28,"Quel bonheur d'avoir été présent aujourd'hui au lancement de la campagne de la @coalitionavenir
 au Parc national de la Chute Montmorency, en compagnie de plusieurs de mes collègues. #Qc2022 #Québec2022 #PolQc #CAQ",0
2022-08-28,"Hier soir, environs 40 solidaires dans les rues de #SaintJérôme pour notre opération d’affichage! 💪🏼

Prêts a changer d’ère à Saint-Jérôme et partout au QC le 3 octobre prochain. #polqc #qc2022 #QS",0
2022-08-28,"Et ce parti se dit souverainiste. Que de la foutaise. QS ne s’attaque qu’au seul parti souverainiste. Donc la logique est qu’ils sont autant fédéraliste que CAQ, PLQ et pour PCQ même eux ne savent pas où ils se retrouvent.",1
2022-08-28,"There were six people in a house in Gatineau, Canada. A neighbour snitched. Police went in, Gestapo style. Assaulting citizens. C’est écœurant! C’est comme ça que la CAQ et sa Guilbeault traitent les citoyens et ça va continuer avec eux-autres #DEHORSLACAQ #NONALAVACCINATIONSANSFIN",1
2022-08-28,"Québec solidaire veut être l’alternative à la CAQ  #polqc https://lapresse.ca/elections-quebec/2022-08-28/quebec-solidaire-veut-etre-l-alternative-a-la-caq.php via @lp_lapresse",0
2022-08-28,"Quebec Election Notebook: Anglophones can count on Conservatives, Duhaime says",0
2022-08-28,"Tu penses que d’afficher sur un poteau où il y a un panneau Cul-de-sac est le summum de l’erreur? Ben l’#pcq à Duhaime peut faire encore mieux! #vidanges #polQC #QC2022",2
2022-08-28,"Première journée de campagne:
Le mononcle mysogine de la CAQ et le morveux âgiste  de QS méprisent ouvertement plus de 50% de l 'électorat. 🤗
...et un déconnecté du PLQ crache sur 100% des francophones.
Après, les politiciens se demandent pourquoi les gens les méprisent.
#polqc",1
2022-08-28,"So happy I don't live in Quebec honestly. I probably would just vote for the party best positioned to beat the CAQ wherever I lived. #polqc",2
